accel_x (m/s^2),accel_y (m/s^2),accel_z (m/s^2)
0.997437,0.999771,-10.779397
1.003192,0.992458,-10.783275
0.995988,1.006970,-10.776226
0.889741,1.011882,-10.785115
0.731912,0.998985,-10.787246
0.668458,0.998779,-10.775646
0.605868,0.997959,-10.786372
0.542120,0.988829,-10.778943
0.495845,0.987859,-10.782969
0.454615,0.987534,-10.795495
0.408556,0.983891,-10.780896
0.383098,0.988622,-10.787942
0.343329,0.975810,-10.773440
0.312026,0.973993,-10.790498
0.288514,0.974793,-10.779093
0.279056,0.452940,-10.783982
0.254260,0.337895,-10.786963
0.238098,0.290523,-10.785055
0.227731,0.250845,-10.783828
0.210322,0.216648,-10.780014
0.203816,0.191660,-10.783037
0.192326,0.168471,-10.776917
0.189808,0.143003,-10.780879
0.191892,0.116508,-10.781518
0.175359,0.103825,-10.781094
0.179636,0.083050,-10.786551
0.190564,0.068770,-10.785774
0.181989,0.046512,-10.784220
0.184622,0.034230,-10.787911
0.190412,0.020703,-10.780128
0.184886,0.006158,-10.791393
0.196288,-0.000790,-10.784587
0.189998,-0.007726,-10.784509
0.198785,-0.013510,-10.781884
0.197661,-0.024652,-10.780783
0.198489,-0.045774,-10.770147
0.207615,-0.051856,-10.776361
0.212276,-0.056760,-10.785268
0.222450,-0.058920,-10.775740
0.229950,-0.064062,-10.779129
0.236863,-0.072335,-10.774384
0.247885,-0.081391,-10.779396
0.248071,-0.096917,-10.777960
0.252519,-0.090987,-10.779274
0.261322,-0.101222,-10.768653
0.265157,-0.116399,-10.766263
0.267298,-0.106030,-10.763828
0.276523,-0.116463,-10.776684
0.284588,-0.122203,-10.774120
0.300484,-0.131627,-10.772760
0.306677,-0.130113,-10.770611
0.315826,-0.132958,-10.767911
0.314033,-0.137422,-10.781706
0.323706,-0.147374,-10.773847
0.329884,-0.143361,-10.775834
0.342624,-0.155367,-10.773547
0.351124,-0.157581,-10.771204
0.342324,-0.165562,-10.771694
0.351243,-0.162832,-10.771416
0.364143,-0.171527,-10.771534
0.379425,-0.171795,-10.771556
0.385615,-0.174667,-10.772840
0.388429,-0.177555,-10.763230
0.399946,-0.175853,-10.772553
0.394545,-0.183390,-10.776061
0.410583,-0.187301,-10.774783
0.423987,-0.180723,-10.762446
0.417527,-0.193618,-10.770914
0.426754,-0.199000,-10.767181
0.447562,-0.195351,-10.770297
0.440522,-0.205484,-10.766440
0.446290,-0.207225,-10.760036
0.451484,-0.212637,-10.761975
0.461163,-0.212705,-10.769005
0.481949,-0.207720,-10.767581
0.481985,-0.220153,-10.767562
0.494401,-0.217060,-10.764389
0.492867,-0.233375,-10.758686
0.502521,-0.234688,-10.764259
0.507838,-0.224841,-10.765928
0.510963,-0.233638,-10.762609
0.523720,-0.239081,-10.762896
0.528497,-0.246919,-10.755068
0.540197,-0.239034,-10.769325
0.548860,-0.248643,-10.757123
0.552477,-0.249087,-10.759241
0.556976,-0.259468,-10.762303
0.567214,-0.246240,-10.755899
0.560353,-0.256879,-10.756907
0.578876,-0.260893,-10.759793
0.589288,-0.266245,-10.764596
0.581908,-0.259076,-10.762207
0.587441,-0.267693,-10.752786
0.607418,-0.283344,-10.752055
0.600184,-0.284608,-10.750075
0.618527,-0.278992,-10.755622
0.609876,-0.284141,-10.758703
0.627740,-0.284380,-10.752968
0.633635,-0.279624,-10.745013
0.641865,-0.287760,-10.746749
0.630587,-0.294028,-10.761284
0.651836,-0.290807,-10.751102
0.665950,-0.299125,-10.750961
0.668576,-0.297622,-10.752014
0.661781,-0.308750,-10.754555
0.679437,-0.311530,-10.741374
0.682238,-0.316778,-10.745784
0.678437,-0.309973,-10.746300
0.696135,-0.318692,-10.750972
0.696058,-0.311110,-10.749021
0.702088,-0.327025,-10.736389
0.706309,-0.322037,-10.740738
0.713365,-0.328978,-10.744749
0.720806,-0.324213,-10.746638
0.729782,-0.336187,-10.739732
0.729909,-0.332052,-10.742319
0.745502,-0.325888,-10.732609
0.749505,-0.332565,-10.745693
0.753734,-0.344165,-10.740318
0.758709,-0.352963,-10.744084
0.759399,-0.343281,-10.741959
0.774324,-0.351385,-10.737746
0.771941,-0.349656,-10.742670
0.772851,-0.350089,-10.743587
0.781892,-0.364342,-10.733667
0.791178,-0.365619,-10.736977
0.795820,-0.360111,-10.743577
0.802475,-0.361076,-10.737474
0.810621,-0.370256,-10.734645
0.808740,-0.363833,-10.733508
0.816939,-0.373016,-10.729998
0.824829,-0.375092,-10.731432
0.825348,-0.368836,-10.733660
0.829380,-0.375379,-10.736199
0.848824,-0.376217,-10.734908
0.852623,-0.394342,-10.731851
0.842940,-0.379176,-10.725397
0.859930,-0.382125,-10.725683
0.864668,-0.385192,-10.730250
0.869630,-0.392890,-10.722215
0.871538,-0.397039,-10.731409
0.879841,-0.407407,-10.728093
0.880768,-0.396265,-10.734489
0.888699,-0.403919,-10.726409
0.880152,-0.388100,-10.727902
0.898484,-0.399868,-10.715943
0.899502,-0.402028,-10.723924
0.907671,-0.421572,-10.723090
0.910769,-0.407269,-10.726679
0.912125,-0.416758,-10.721998
0.919288,-0.422680,-10.723070
0.920974,-0.415971,-10.730869
0.940162,-0.422295,-10.728554
0.935873,-0.421796,-10.713954
0.923962,-0.420948,-10.716757
0.945109,-0.426167,-10.726176
0.956154,-0.433300,-10.715677
0.945200,-0.432232,-10.716512
0.966208,-0.430412,-10.715297
0.963546,-0.430048,-10.710429
0.960401,-0.443884,-10.712223
0.967726,-0.441596,-10.714208
0.976123,-0.438604,-10.711208
0.980002,-0.445861,-10.710819
0.987119,-0.448794,-10.719128
0.982017,-0.449353,-10.724420
0.993725,-0.439233,-10.720950
0.995263,-0.450779,-10.709547
0.998185,-0.450040,-10.710357
1.015070,-0.453144,-10.712701
1.013960,-0.451512,-10.706017
1.021285,-0.453122,-10.712088
1.016225,-0.456356,-10.712965
1.022678,-0.465942,-10.708495
1.025929,-0.467606,-10.704623
1.025732,-0.473027,-10.703259
1.040100,-0.467832,-10.710966
1.034320,-0.472490,-10.702427
1.054035,-0.465095,-10.697215
1.055594,-0.478113,-10.703607
1.045186,-0.475278,-10.709707
1.058472,-0.483227,-10.695417
1.067801,-0.480804,-10.690638
1.065735,-0.477912,-10.698517
1.067870,-0.485996,-10.694320
1.071427,-0.490646,-10.697446
1.079429,-0.489420,-10.704372
1.089546,-0.482671,-10.688173
1.087853,-0.482044,-10.356944
