q0 (),q1,q2,q3
1.000000,0.000000,0.000000,0.000000
1.000000,0.000025,0.000025,0.000000
1.000000,0.000075,0.000075,0.000001
1.000000,0.000150,0.000150,0.000002
1.000000,0.000250,0.000250,0.000003
1.000000,0.000375,0.000375,0.000005
1.000000,0.000522,0.000524,0.000006
1.000000,0.000689,0.000694,0.000008
0.999999,0.000874,0.000884,0.000009
0.999999,0.001075,0.001090,0.000011
0.999998,0.001290,0.001312,0.000013
0.999998,0.001518,0.001548,0.000015
0.999997,0.001757,0.001796,0.000016
0.999996,0.002007,0.002054,0.000018
0.999995,0.002265,0.002323,0.000020
0.999993,0.002532,0.002599,0.000021
0.999992,0.002805,0.002884,0.000022
0.999990,0.003085,0.003175,0.000023
0.999988,0.003370,0.003472,0.000025
0.999986,0.003659,0.003774,0.000025
0.999984,0.003953,0.004081,0.000026
0.999981,0.004251,0.004391,0.000027
0.999979,0.004551,0.004705,0.000027
0.999976,0.004854,0.005021,0.000027
0.999972,0.005160,0.005340,0.000027
0.999969,0.005467,0.005661,0.000027
0.999965,0.005775,0.005983,0.000026
0.999962,0.006085,0.006307,0.000026
0.999958,0.006396,0.006632,0.000025
0.999953,0.006707,0.006958,0.000024
0.999949,0.007019,0.007284,0.000022
0.999944,0.007331,0.007610,0.000021
0.999939,0.007643,0.007937,0.000019
0.999934,0.007955,0.008263,0.000017
0.999929,0.008266,0.008589,0.000015
0.999923,0.008578,0.008915,0.000013
0.999918,0.008888,0.009240,0.000010
0.999912,0.009199,0.009565,0.000008
0.999906,0.009508,0.009889,0.000005
0.999900,0.009817,0.010212,0.000002
0.999893,0.010124,0.010534,-0.000002
0.999887,0.010431,0.010856,-0.000005
0.999880,0.010737,0.011176,-0.000009
0.999873,0.011042,0.011495,-0.000013
0.999866,0.011346,0.011813,-0.000017
0.999859,0.011648,0.012130,-0.000021
0.999851,0.011950,0.012446,-0.000025
0.999844,0.012250,0.012761,-0.000030
0.999836,0.012549,0.013074,-0.000035
0.999828,0.012847,0.013386,-0.000040
0.999820,0.013143,0.013696,-0.000045
0.999812,0.013438,0.014005,-0.000050
0.999803,0.013732,0.014313,-0.000055
0.999795,0.014025,0.014619,-0.000061
0.999786,0.014316,0.014924,-0.000066
0.999777,0.014605,0.015228,-0.000072
0.999768,0.014894,0.015530,-0.000078
0.999759,0.015181,0.015831,-0.000084
0.999750,0.015466,0.016130,-0.000091
0.999741,0.015751,0.016428,-0.000097
0.999732,0.016033,0.016724,-0.000104
0.999722,0.016315,0.017019,-0.000110
0.999712,0.016595,0.017312,-0.000117
0.999703,0.016873,0.017604,-0.000124
0.999693,0.017151,0.017895,-0.000131
0.999683,0.017426,0.018184,-0.000138
0.999673,0.017701,0.018471,-0.000146
0.999662,0.017974,0.018757,-0.000153
0.999652,0.018245,0.019042,-0.000161
0.999642,0.018516,0.019325,-0.000168
0.999631,0.018784,0.019607,-0.000176
0.999621,0.019052,0.019887,-0.000184
0.999610,0.019318,0.020166,-0.000192
0.999599,0.019583,0.020443,-0.000200
0.999588,0.019846,0.020719,-0.000208
0.999577,0.020108,0.020994,-0.000216
0.999566,0.020368,0.021267,-0.000225
0.999555,0.020628,0.021539,-0.000233
0.999544,0.020886,0.021809,-0.000242
0.999533,0.021142,0.022078,-0.000251
0.999521,0.021397,0.022345,-0.000260
0.999510,0.021651,0.022611,-0.000268
0.999498,0.021904,0.022876,-0.000277
0.999487,0.022155,0.023139,-0.000286
0.999475,0.022405,0.023401,-0.000296
0.999463,0.022653,0.023662,-0.000305
0.999451,0.022901,0.023921,-0.000314
0.999440,0.023147,0.024179,-0.000323
0.999428,0.023391,0.024435,-0.000333
0.999416,0.023635,0.024690,-0.000342
0.999404,0.023877,0.024944,-0.000352
0.999391,0.024118,0.025197,-0.000362
0.999379,0.024357,0.025448,-0.000371
0.999367,0.024596,0.025698,-0.000381
0.999355,0.024833,0.025946,-0.000391
0.999342,0.025068,0.026193,-0.000401
0.999330,0.025303,0.026439,-0.000411
0.999318,0.025536,0.026684,-0.000421
0.999305,0.025769,0.026927,-0.000431
0.999293,0.025999,0.027169,-0.000442
0.999280,0.026229,0.027410,-0.000452
0.999267,0.026458,0.027650,-0.000462
0.999255,0.026685,0.027888,-0.000472
0.999242,0.026911,0.028125,-0.000483
0.999229,0.027136,0.028361,-0.000493
0.999216,0.027359,0.028595,-0.000504
0.999204,0.027582,0.028828,-0.000514
0.999191,0.027803,0.029060,-0.000525
0.999178,0.028023,0.029291,-0.000536
0.999165,0.028242,0.029521,-0.000546
0.999152,0.028460,0.029749,-0.000557
0.999139,0.028677,0.029976,-0.000568
0.999126,0.028892,0.030202,-0.000579
0.999113,0.029107,0.030427,-0.000590
0.999100,0.029320,0.030651,-0.000601
0.999087,0.029532,0.030873,-0.000612
0.999074,0.029743,0.031094,-0.000623
0.999060,0.029953,0.031315,-0.000634
0.999047,0.030162,0.031534,-0.000645
0.999034,0.030370,0.031751,-0.000656
0.999021,0.030576,0.031968,-0.000667
0.999008,0.030782,0.032183,-0.000678
0.998994,0.030986,0.032398,-0.000689
0.998981,0.031190,0.032611,-0.000700
0.998968,0.031392,0.032823,-0.000712
0.998955,0.031593,0.033034,-0.000723
0.998941,0.031793,0.033244,-0.000734
0.998928,0.031992,0.033453,-0.000746
0.998915,0.032190,0.033660,-0.000757
0.998901,0.032387,0.033867,-0.000768
0.998888,0.032583,0.034073,-0.000780
0.998874,0.032778,0.034277,-0.000791
0.998861,0.032972,0.034480,-0.000802
0.998848,0.033165,0.034683,-0.000814
0.998834,0.033357,0.034884,-0.000825
0.998821,0.033548,0.035084,-0.000837
0.998807,0.033737,0.035283,-0.000848
0.998794,0.033926,0.035481,-0.000860
0.998781,0.034114,0.035678,-0.000871
0.998767,0.034301,0.035874,-0.000883
0.998754,0.034487,0.036069,-0.000894
0.998740,0.034672,0.036263,-0.000906
0.998727,0.034856,0.036456,-0.000918
0.998713,0.035039,0.036647,-0.000929
0.998700,0.035220,0.036838,-0.000941
0.998687,0.035401,0.037028,-0.000952
0.998673,0.035581,0.037217,-0.000964
0.998660,0.035761,0.037405,-0.000975
0.998646,0.035939,0.037592,-0.000987
0.998633,0.036116,0.037777,-0.000999
0.998619,0.036292,0.037962,-0.001010
0.998606,0.036468,0.038146,-0.001022
0.998593,0.036642,0.038329,-0.001034
0.998579,0.036815,0.038511,-0.001045
0.998566,0.036988,0.038692,-0.001057
0.998552,0.037160,0.038872,-0.001069
0.998539,0.037330,0.039051,-0.001080
0.998526,0.037500,0.039229,-0.001092
0.998512,0.037669,0.039407,-0.001103
0.998499,0.037837,0.039583,-0.001115
0.998486,0.038004,0.039758,-0.001127
0.998472,0.038171,0.039933,-0.001138
0.998459,0.038336,0.040106,-0.001150
0.998446,0.038501,0.040279,-0.001162
0.998432,0.038664,0.040450,-0.001173
0.998419,0.038827,0.040621,-0.001185
0.998406,0.038989,0.040791,-0.001196
0.998393,0.039150,0.040960,-0.001208
0.998380,0.039310,0.041128,-0.001220
0.998366,0.039470,0.041295,-0.001231
0.998353,0.039628,0.041462,-0.001243
0.998340,0.039786,0.041627,-0.001254
0.998327,0.039943,0.041792,-0.001266
0.998314,0.040099,0.041956,-0.001278
0.998301,0.040254,0.042118,-0.001289
0.998287,0.040409,0.042280,-0.001301
0.998274,0.040562,0.042442,-0.001312
0.998261,0.040715,0.042602,-0.001324
0.998248,0.040867,0.042761,-0.001335
0.998235,0.041018,0.042920,-0.001347
0.998222,0.041169,0.043078,-0.001358
0.998209,0.041318,0.043235,-0.001370
0.998196,0.041467,0.043391,-0.001381
0.998183,0.041615,0.043546,-0.001392
0.998170,0.041762,0.043700,-0.001404
0.998158,0.041909,0.043854,-0.001415
0.998145,0.042054,0.044007,-0.001427
0.998132,0.042199,0.044159,-0.001438
0.998119,0.042344,0.044310,-0.001449
0.998106,0.042487,0.044461,-0.001461
0.998093,0.042630,0.044610,-0.001472
0.998081,0.042771,0.044759,-0.001483
0.998068,0.042913,0.044907,-0.001495
0.998055,0.043053,0.045054,-0.001506
0.998043,0.043193,0.045201,-0.001517
0.998030,0.043331,0.045347,-0.001528
0.998017,0.043470,0.045492,-0.001540
0.998005,0.043607,0.045636,-0.001551
0.997992,0.043744,0.045779,-0.001562
0.997980,0.043880,0.045922,-0.001573
0.997967,0.044015,0.046064,-0.001584
0.997955,0.044150,0.046205,-0.001596
0.997942,0.044283,0.046346,-0.001607
0.997930,0.044417,0.046485,-0.001618
0.997917,0.044549,0.046624,-0.001629
0.997905,0.044681,0.046762,-0.001640
0.997893,0.044812,0.046900,-0.001651
0.997880,0.044942,0.047037,-0.001662
0.997868,0.045072,0.047173,-0.001673
0.997856,0.045201,0.047308,-0.001684
0.997843,0.045329,0.047443,-0.001695
0.997831,0.045457,0.047577,-0.001706
0.997819,0.045584,0.047710,-0.001717
0.997807,0.045710,0.047842,-0.001727
0.997795,0.045836,0.047974,-0.001738
0.997783,0.045961,0.048105,-0.001749
0.997771,0.046085,0.048236,-0.001760
0.997759,0.046209,0.048366,-0.001771
0.997747,0.046332,0.048495,-0.001781
0.997735,0.046454,0.048623,-0.001792
0.997723,0.046576,0.048751,-0.001803
0.997711,0.046697,0.048878,-0.001813
0.997699,0.046817,0.049004,-0.001824
0.997687,0.046937,0.049130,-0.001835
0.997675,0.047056,0.049255,-0.001845
0.997664,0.047174,0.049379,-0.001856
0.997652,0.047292,0.049503,-0.001866
0.997640,0.047410,0.049626,-0.001877
0.997629,0.047526,0.049748,-0.001887
0.997617,0.047642,0.049870,-0.001898
0.997605,0.047758,0.049991,-0.001908
0.997594,0.047873,0.050112,-0.001919
0.997582,0.047987,0.050232,-0.001929
0.997571,0.048100,0.050351,-0.001939
0.997559,0.048213,0.050469,-0.001950
0.997548,0.048326,0.050587,-0.001960
0.997536,0.048438,0.050705,-0.001970
0.997525,0.048549,0.050822,-0.001981
0.997514,0.048660,0.050938,-0.001991
0.997502,0.048770,0.051053,-0.002001
0.997491,0.048879,0.051168,-0.002011
0.997480,0.048988,0.051282,-0.002021
0.997469,0.049096,0.051396,-0.002031
0.997458,0.049204,0.051509,-0.002041
0.997446,0.049311,0.051622,-0.002051
0.997435,0.049418,0.051734,-0.002061
0.997424,0.049524,0.051845,-0.002071
0.997413,0.049629,0.051956,-0.002081
0.997402,0.049734,0.052066,-0.002091
0.997391,0.049839,0.052175,-0.002101
0.997380,0.049943,0.052284,-0.002111
0.997370,0.050046,0.052393,-0.002121
0.997359,0.050149,0.052500,-0.002131
0.997348,0.050251,0.052608,-0.002141
0.997337,0.050352,0.052714,-0.002150
0.997326,0.050454,0.052821,-0.002160
0.997316,0.050554,0.052926,-0.002170
0.997305,0.050654,0.053031,-0.002179
0.997294,0.050754,0.053136,-0.002189
0.997284,0.050853,0.053240,-0.002199
0.997273,0.050951,0.053343,-0.002208
0.997263,0.051049,0.053446,-0.002218
0.997252,0.051147,0.053548,-0.002227
0.997242,0.051244,0.053650,-0.002237
0.997231,0.051340,0.053751,-0.002246
0.997221,0.051436,0.053852,-0.002256
0.997210,0.051531,0.053952,-0.002265
0.997200,0.051626,0.054052,-0.002274
0.997190,0.051721,0.054151,-0.002284
0.997180,0.051815,0.054249,-0.002293
0.997169,0.051908,0.054347,-0.002302
0.997159,0.052001,0.054445,-0.002312
0.997149,0.052093,0.054542,-0.002321
0.997139,0.052185,0.054638,-0.002330
0.997129,0.052277,0.054734,-0.002339
0.997119,0.052368,0.054830,-0.002348
0.997109,0.052458,0.054925,-0.002357
0.997099,0.052548,0.055019,-0.002366
0.997089,0.052638,0.055113,-0.002375
0.997079,0.052727,0.055207,-0.002384
0.997069,0.052816,0.055300,-0.002393
0.997059,0.052904,0.055392,-0.002402
0.997049,0.052991,0.055484,-0.002411
0.997040,0.053079,0.055576,-0.002420
0.997030,0.053165,0.055667,-0.002429
0.997020,0.053252,0.055758,-0.002438
0.997011,0.053338,0.055848,-0.002447
0.997001,0.053423,0.055937,-0.002455
0.996991,0.053508,0.056027,-0.002464
0.996982,0.053592,0.056115,-0.002473
0.996972,0.053676,0.056204,-0.002481
0.996963,0.053760,0.056291,-0.002490
0.996953,0.053843,0.056379,-0.002499
0.996944,0.053926,0.056465,-0.002507
0.996935,0.054008,0.056552,-0.002516
0.996925,0.054090,0.056638,-0.002524
0.996916,0.054171,0.056723,-0.002533
0.996907,0.054252,0.056808,-0.002541
0.996897,0.054333,0.056893,-0.002550
0.996888,0.054413,0.056977,-0.002558
0.996879,0.054493,0.057061,-0.002566
0.996870,0.054572,0.057144,-0.002575
0.996861,0.054651,0.057227,-0.002583
0.996852,0.054730,0.057309,-0.002591
0.996843,0.054808,0.057391,-0.002599
0.996834,0.054885,0.057473,-0.002608
0.996825,0.054963,0.057554,-0.002616
0.996816,0.055039,0.057634,-0.002624
0.996807,0.055116,0.057715,-0.002632
0.996798,0.055192,0.057794,-0.002640
0.996789,0.055267,0.057874,-0.002648
0.996781,0.055343,0.057953,-0.002656
0.996772,0.055417,0.058031,-0.002664
0.996763,0.055492,0.058109,-0.002672
0.996754,0.055566,0.058187,-0.002680
0.996746,0.055640,0.058264,-0.002688
0.996737,0.055713,0.058341,-0.002696
0.996729,0.055786,0.058418,-0.002704
0.996720,0.055858,0.058494,-0.002712
0.996712,0.055930,0.058570,-0.002719
0.996703,0.056002,0.058645,-0.002727
0.996695,0.056073,0.058720,-0.002735
0.996686,0.056144,0.058794,-0.002742
0.996678,0.056215,0.058869,-0.002750
0.996670,0.056285,0.058942,-0.002758
0.996661,0.056355,0.059016,-0.002765
0.996653,0.056425,0.059089,-0.002773
0.996645,0.056494,0.059161,-0.002780
0.996637,0.056562,0.059233,-0.002788
0.996628,0.056631,0.059305,-0.002795
0.996620,0.056699,0.059377,-0.002803
0.996612,0.056767,0.059448,-0.002810
0.996604,0.056834,0.059518,-0.002818
0.996596,0.056901,0.059589,-0.002825
0.996588,0.056967,0.059659,-0.002832
0.996580,0.057034,0.059728,-0.002840
0.996572,0.057100,0.059797,-0.002847
0.996564,0.057165,0.059866,-0.002854
0.996556,0.057230,0.059935,-0.002862
0.996548,0.057295,0.060003,-0.002869
0.996541,0.057360,0.060071,-0.002876
0.996533,0.057424,0.060138,-0.002883
0.996525,0.057488,0.060205,-0.002890
0.996517,0.057551,0.060272,-0.002897
0.996510,0.057615,0.060338,-0.002904
0.996502,0.057677,0.060404,-0.002911
0.996494,0.057740,0.060470,-0.002918
0.996487,0.057802,0.060535,-0.002925
0.996479,0.057864,0.060600,-0.002932
0.996472,0.057926,0.060665,-0.002939
0.996464,0.057987,0.060729,-0.002946
0.996457,0.058048,0.060793,-0.002953
0.996449,0.058108,0.060856,-0.002960
0.996442,0.058169,0.060920,-0.002966
0.996435,0.058228,0.060983,-0.002973
0.996427,0.058288,0.061045,-0.002980
0.996420,0.058347,0.061108,-0.002987
0.996413,0.058406,0.061169,-0.002993
0.996405,0.058465,0.061231,-0.003000
0.996398,0.058523,0.061292,-0.003007
0.996391,0.058582,0.061353,-0.003013
0.996384,0.058639,0.061414,-0.003020
0.996377,0.058697,0.061474,-0.003026
0.996370,0.058754,0.061534,-0.003033
0.996362,0.058811,0.061594,-0.003039
0.996355,0.058867,0.061653,-0.003046
0.996348,0.058924,0.061713,-0.003052
0.996341,0.058980,0.061771,-0.003059
0.996335,0.059035,0.061830,-0.003065
0.996328,0.059091,0.061888,-0.003071
0.996321,0.059146,0.061946,-0.003078
0.996314,0.059200,0.062003,-0.003084
0.996307,0.059255,0.062061,-0.003090
0.996300,0.059309,0.062117,-0.003096
0.996294,0.059363,0.062174,-0.003103
0.996287,0.059417,0.062230,-0.003109
0.996280,0.059470,0.062286,-0.003115
0.996273,0.059523,0.062342,-0.003121
0.996267,0.059576,0.062398,-0.003127
0.996260,0.059629,0.062453,-0.003133
0.996254,0.059681,0.062508,-0.003139
0.996247,0.059733,0.062562,-0.003145
0.996240,0.059785,0.062617,-0.003151
0.996234,0.059836,0.062671,-0.003157
0.996227,0.059887,0.062724,-0.003163
0.996221,0.059938,0.062778,-0.003169
0.996215,0.059989,0.062831,-0.003175
0.996208,0.060039,0.062884,-0.003181
0.996202,0.060089,0.062936,-0.003187
0.996196,0.060139,0.062989,-0.003193
0.996189,0.060188,0.063041,-0.003199
0.996183,0.060238,0.063093,-0.003204
0.996177,0.060287,0.063144,-0.003210
0.996170,0.060336,0.063195,-0.003216
0.996164,0.060384,0.063246,-0.003222
0.996158,0.060432,0.063297,-0.003227
0.996152,0.060480,0.063347,-0.003233
0.996146,0.060528,0.063398,-0.003239
0.996140,0.060576,0.063447,-0.003244
0.996134,0.060623,0.063497,-0.003250
0.996128,0.060670,0.063546,-0.003255
0.996122,0.060717,0.063596,-0.003261
0.996116,0.060763,0.063644,-0.003266
0.996110,0.060810,0.063693,-0.003272
0.996104,0.060856,0.063741,-0.003277
0.996098,0.060901,0.063789,-0.003283
0.996092,0.060947,0.063837,-0.003288
0.996086,0.060992,0.063885,-0.003293
0.996080,0.061037,0.063932,-0.003299
0.996075,0.061082,0.063979,-0.003304
0.996069,0.061127,0.064026,-0.003309
0.996063,0.061171,0.064073,-0.003315
0.996057,0.061215,0.064119,-0.003320
0.996052,0.061259,0.064165,-0.003325
0.996046,0.061303,0.064211,-0.003331
0.996040,0.061346,0.064257,-0.003336
0.996035,0.061390,0.064302,-0.003341
0.996029,0.061433,0.064347,-0.003346
0.996024,0.061475,0.064392,-0.003351
0.996018,0.061518,0.064437,-0.003356
0.996013,0.061560,0.064481,-0.003361
0.996007,0.061602,0.064525,-0.003366
0.996002,0.061644,0.064569,-0.003371
0.995996,0.061686,0.064613,-0.003376
0.995991,0.061727,0.064657,-0.003381
0.995986,0.061768,0.064700,-0.003386
0.995980,0.061809,0.064743,-0.003391
0.995975,0.061850,0.064786,-0.003396
0.995970,0.061891,0.064828,-0.003401
0.995964,0.061931,0.064871,-0.003406
0.995959,0.061971,0.064913,-0.003411
0.995954,0.062011,0.064955,-0.003416
0.995949,0.062051,0.064997,-0.003421
0.995943,0.062090,0.065038,-0.003425
0.995938,0.062130,0.065079,-0.003430
0.995933,0.062169,0.065120,-0.003435
0.995928,0.062208,0.065161,-0.003440
0.995923,0.062246,0.065202,-0.003444
0.995918,0.062285,0.065242,-0.003449
0.995913,0.062323,0.065282,-0.003454
0.995908,0.062361,0.065322,-0.003458
0.995903,0.062399,0.065362,-0.003463
0.995898,0.062437,0.065402,-0.003467
0.995893,0.062474,0.065441,-0.003472
0.995888,0.062511,0.065480,-0.003477
0.995883,0.062549,0.065519,-0.003481
0.995878,0.062585,0.065558,-0.003486
0.995873,0.062622,0.065597,-0.003490
0.995868,0.062659,0.065635,-0.003495
0.995864,0.062695,0.065673,-0.003499
0.995859,0.062731,0.065711,-0.003503
0.995854,0.062767,0.065749,-0.003508
0.995849,0.062803,0.065786,-0.003512
0.995844,0.062838,0.065824,-0.003517
0.995840,0.062874,0.065861,-0.003521
0.995835,0.062909,0.065898,-0.003525
0.995830,0.062944,0.065934,-0.003530
0.995826,0.062979,0.065971,-0.003534
0.995821,0.063013,0.066007,-0.003538
0.995817,0.063048,0.066043,-0.003542
0.995812,0.063082,0.066079,-0.003547
0.995807,0.063116,0.066115,-0.003551
0.995803,0.063150,0.066151,-0.003555
0.995798,0.063184,0.066186,-0.003559
0.995794,0.063217,0.066221,-0.003563
0.995789,0.063251,0.066257,-0.003567
0.995785,0.063284,0.066291,-0.003572
0.995781,0.063317,0.066326,-0.003576
0.995776,0.063350,0.066361,-0.003580
0.995772,0.063382,0.066395,-0.003584
0.995767,0.063415,0.066429,-0.003588
0.995763,0.063447,0.066463,-0.003592
0.995759,0.063479,0.066497,-0.003596
0.995755,0.063511,0.066530,-0.003600
0.995750,0.063543,0.066564,-0.003604
0.995746,0.063575,0.066597,-0.003608
0.995742,0.063606,0.066630,-0.003612
0.995738,0.063638,0.066663,-0.003615
0.995733,0.063669,0.066696,-0.003619
0.995729,0.063700,0.066728,-0.003623
0.995725,0.063731,0.066761,-0.003627
0.995721,0.063761,0.066793,-0.003631
0.995717,0.063792,0.066825,-0.003635
0.995713,0.063822,0.066857,-0.003639
0.995709,0.063852,0.066889,-0.003642
0.995705,0.063882,0.066920,-0.003646
0.995700,0.063912,0.066951,-0.003650
0.995696,0.063942,0.066983,-0.003654
0.995692,0.063971,0.067014,-0.003657
0.995688,0.064001,0.067045,-0.003661
0.995684,0.064030,0.067075,-0.003665
0.995681,0.064059,0.067106,-0.003668
0.995677,0.064088,0.067136,-0.003672
0.995673,0.064117,0.067167,-0.003675
0.995669,0.064146,0.067197,-0.003679
0.995665,0.064174,0.067227,-0.003683
0.995661,0.064202,0.067256,-0.003686
0.995657,0.064231,0.067286,-0.003690
0.995653,0.064259,0.067315,-0.003693
0.995650,0.064287,0.067345,-0.003697
0.995646,0.064314,0.067374,-0.003700
0.995642,0.064342,0.067403,-0.003704
0.995638,0.064369,0.067432,-0.003707
0.995635,0.064397,0.067460,-0.003711
0.995631,0.064424,0.067489,-0.003714
0.995627,0.064451,0.067517,-0.003718
0.995624,0.064478,0.067545,-0.003721
0.995620,0.064504,0.067574,-0.003724
0.995616,0.064531,0.067602,-0.003728
0.995613,0.064558,0.067629,-0.003731
0.995609,0.064584,0.067657,-0.003734
0.995606,0.064610,0.067684,-0.003738
0.995602,0.064636,0.067712,-0.003741
0.995598,0.064662,0.067739,-0.003744
0.995595,0.064688,0.067766,-0.003748
0.995591,0.064713,0.067793,-0.003751
0.995588,0.064739,0.067820,-0.003754
0.995584,0.064764,0.067846,-0.003757
0.995581,0.064790,0.067873,-0.003760
0.995578,0.064815,0.067899,-0.003764
0.995574,0.064840,0.067926,-0.003767
0.995571,0.064864,0.067952,-0.003770
0.995567,0.064889,0.067978,-0.003773
0.995564,0.064914,0.068003,-0.003776
0.995561,0.064938,0.068029,-0.003779
0.995557,0.064962,0.068055,-0.003782
0.995554,0.064987,0.068080,-0.003786
0.995551,0.065011,0.068105,-0.003789
0.995547,0.065035,0.068131,-0.003792
0.995544,0.065059,0.068156,-0.003795
0.995541,0.065082,0.068180,-0.003798
0.995537,0.065106,0.068205,-0.003801
0.995534,0.065129,0.068230,-0.003804
0.995531,0.065153,0.068254,-0.003807
0.995528,0.065176,0.068279,-0.003810
0.995525,0.065199,0.068303,-0.003813
0.995521,0.065222,0.068327,-0.003816
0.995518,0.065245,0.068351,-0.003818
0.995515,0.065267,0.068375,-0.003821
0.995512,0.065290,0.068399,-0.003824
0.995509,0.065312,0.068422,-0.003827
0.995506,0.065335,0.068446,-0.003830
0.995503,0.065357,0.068469,-0.003833
0.995500,0.065379,0.068492,-0.003836
0.995497,0.065401,0.068515,-0.003839
0.995494,0.065423,0.068538,-0.003841
0.995491,0.065445,0.068561,-0.003844
0.995488,0.065466,0.068584,-0.003847
0.995485,0.065488,0.068607,-0.003850
0.995482,0.065509,0.068629,-0.003852
