ref_mag_x (uT),ref_mag_y (uT),ref_mag_z (uT)
27.652757,0.000000,-16.617507
27.653588,-0.000850,-16.616125
27.655249,-0.002549,-16.613359
27.657741,-0.005093,-16.609210
27.661062,-0.008479,-16.603677
27.665212,-0.012698,-16.596758
27.670152,-0.017663,-16.588517
27.675799,-0.023294,-16.579087
27.682078,-0.029518,-16.568591
27.688921,-0.036270,-16.557139
27.696267,-0.043492,-16.544830
27.704060,-0.051129,-16.531755
27.712251,-0.059134,-16.517995
27.720793,-0.067462,-16.503623
27.729647,-0.076075,-16.488706
27.738773,-0.084935,-16.473304
27.748140,-0.094011,-16.457472
27.757717,-0.103275,-16.441258
27.767477,-0.112699,-16.424708
27.777394,-0.122260,-16.407862
27.787448,-0.131937,-16.390755
27.797617,-0.141710,-16.373422
27.807883,-0.151563,-16.355891
27.818231,-0.161479,-16.338189
27.828646,-0.171445,-16.320342
27.839114,-0.181448,-16.302371
27.849624,-0.191477,-16.284296
27.860164,-0.201522,-16.266135
27.870726,-0.211573,-16.247904
27.881300,-0.221623,-16.229618
27.891879,-0.231664,-16.211291
27.902455,-0.241690,-16.192934
27.913023,-0.251695,-16.174558
27.923577,-0.261673,-16.156172
27.934111,-0.271621,-16.137787
27.944622,-0.281533,-16.119409
27.955105,-0.291407,-16.101047
27.965557,-0.301239,-16.082705
27.975974,-0.311025,-16.064391
27.986353,-0.320765,-16.046110
27.996693,-0.330455,-16.027866
28.006991,-0.340093,-16.009663
28.017244,-0.349677,-15.991506
28.027451,-0.359208,-15.973398
28.037611,-0.368681,-15.955342
28.047722,-0.378098,-15.937340
28.057784,-0.387457,-15.919396
28.067794,-0.396756,-15.901511
28.077752,-0.405996,-15.883688
28.087657,-0.415176,-15.865927
28.097509,-0.424296,-15.848232
28.107307,-0.433354,-15.830603
28.117051,-0.442351,-15.813041
28.126740,-0.451286,-15.795547
28.136375,-0.460160,-15.778124
28.145954,-0.468973,-15.760770
28.155477,-0.477724,-15.743488
28.164945,-0.486413,-15.726277
28.174358,-0.495041,-15.709138
28.183714,-0.503607,-15.692072
28.193016,-0.512113,-15.675080
28.202261,-0.520557,-15.658160
28.211452,-0.528941,-15.641315
28.220587,-0.537264,-15.624543
28.229666,-0.545527,-15.607846
28.238691,-0.553730,-15.591223
28.247661,-0.561873,-15.574674
28.256576,-0.569957,-15.558200
28.265437,-0.577982,-15.541800
28.274243,-0.585949,-15.525474
28.282996,-0.593857,-15.509223
28.291695,-0.601707,-15.493046
28.300340,-0.609500,-15.476944
28.308932,-0.617236,-15.460915
28.317471,-0.624915,-15.444961
28.325958,-0.632537,-15.429080
28.334392,-0.640104,-15.413273
28.342774,-0.647615,-15.397540
28.351105,-0.655071,-15.381880
28.359384,-0.662472,-15.366294
28.367612,-0.669819,-15.350780
28.375789,-0.677111,-15.335340
28.383915,-0.684351,-15.319972
28.391992,-0.691537,-15.304676
28.400018,-0.698670,-15.289452
28.407995,-0.705751,-15.274301
28.415922,-0.712780,-15.259221
28.423801,-0.719758,-15.244213
28.431630,-0.726684,-15.229275
28.439412,-0.733560,-15.214409
28.447145,-0.740385,-15.199614
28.454831,-0.747160,-15.184889
28.462469,-0.753886,-15.170234
28.470061,-0.760563,-15.155649
28.477605,-0.767190,-15.141134
28.485103,-0.773770,-15.126688
28.492555,-0.780301,-15.112312
28.499960,-0.786785,-15.098004
28.507321,-0.793221,-15.083765
28.514636,-0.799611,-15.069595
28.521906,-0.805954,-15.055492
28.529131,-0.812251,-15.041458
28.536312,-0.818502,-15.027490
28.543449,-0.824708,-15.013591
28.550542,-0.830868,-14.999758
28.557591,-0.836984,-14.985992
28.564598,-0.843056,-14.972292
28.571561,-0.849084,-14.958659
28.578482,-0.855068,-14.945091
28.585360,-0.861009,-14.931590
28.592196,-0.866906,-14.918153
28.598991,-0.872762,-14.904782
28.605744,-0.878574,-14.891475
28.612456,-0.884345,-14.878233
28.619126,-0.890075,-14.865056
28.625756,-0.895763,-14.851942
28.632346,-0.901410,-14.838893
28.638896,-0.907017,-14.825906
28.645405,-0.912583,-14.812983
28.651875,-0.918110,-14.800123
28.658306,-0.923596,-14.787326
28.664697,-0.929044,-14.774590
28.671050,-0.934452,-14.761918
28.677364,-0.939822,-14.749307
28.683640,-0.945153,-14.736757
28.689877,-0.950446,-14.724269
28.696077,-0.955702,-14.711842
28.702239,-0.960920,-14.699476
28.708364,-0.966100,-14.687170
28.714452,-0.971244,-14.674925
28.720503,-0.976351,-14.662740
28.726518,-0.981422,-14.650614
28.732496,-0.986457,-14.638548
28.738438,-0.991456,-14.626541
28.744344,-0.996420,-14.614594
28.750215,-1.001348,-14.602704
28.756050,-1.006241,-14.590874
28.761850,-1.011100,-14.579101
28.767615,-1.015925,-14.567387
28.773345,-1.020715,-14.555730
28.779041,-1.025472,-14.544131
28.784702,-1.030195,-14.532589
28.790330,-1.034884,-14.521103
28.795923,-1.039541,-14.509675
28.801484,-1.044165,-14.498302
28.807010,-1.048756,-14.486986
28.812504,-1.053315,-14.475726
28.817965,-1.057842,-14.464522
28.823393,-1.062338,-14.453373
28.828788,-1.066801,-14.442279
28.834151,-1.071234,-14.431240
28.839482,-1.075635,-14.420256
28.844782,-1.080006,-14.409326
28.850049,-1.084346,-14.398450
28.855285,-1.088656,-14.387628
28.860490,-1.092936,-14.376860
28.865664,-1.097186,-14.366145
28.870807,-1.101406,-14.355484
28.875919,-1.105597,-14.344875
28.881001,-1.109759,-14.334320
28.886053,-1.113892,-14.323816
28.891074,-1.117996,-14.313365
28.896066,-1.122071,-14.302966
28.901028,-1.126119,-14.292619
28.905961,-1.130138,-14.282323
28.910864,-1.134130,-14.272078
28.915738,-1.138094,-14.261885
28.920583,-1.142030,-14.251742
28.925400,-1.145940,-14.241650
28.930188,-1.149822,-14.231608
28.934947,-1.153678,-14.221616
28.939679,-1.157507,-14.211674
28.944382,-1.161309,-14.201782
28.949058,-1.165086,-14.191939
28.953706,-1.168837,-14.182146
28.958326,-1.172561,-14.172401
28.962919,-1.176261,-14.162705
28.967486,-1.179935,-14.153058
28.972025,-1.183583,-14.143459
28.976537,-1.187207,-14.133908
28.981023,-1.190806,-14.124404
28.985482,-1.194380,-14.114949
28.989916,-1.197930,-14.105540
28.994323,-1.201456,-14.096179
28.998704,-1.204958,-14.086865
29.003059,-1.208436,-14.077598
29.007389,-1.211890,-14.068377
29.011693,-1.215321,-14.059202
29.015972,-1.218728,-14.050074
29.020226,-1.222112,-14.040991
29.024455,-1.225473,-14.031954
29.028659,-1.228812,-14.022962
29.032839,-1.232128,-14.014016
29.036994,-1.235421,-14.005114
29.041125,-1.238692,-13.996258
29.045231,-1.241941,-13.987445
29.049314,-1.245168,-13.978678
29.053373,-1.248373,-13.969954
29.057408,-1.251557,-13.961274
29.061419,-1.254719,-13.952638
29.065407,-1.257860,-13.944046
29.069372,-1.260980,-13.935497
29.073313,-1.264079,-13.926991
29.077232,-1.267157,-13.918528
29.081128,-1.270214,-13.910107
29.085001,-1.273251,-13.901729
29.088851,-1.276267,-13.893394
29.092679,-1.279264,-13.885100
29.096485,-1.282240,-13.876848
29.100269,-1.285196,-13.868638
29.104031,-1.288133,-13.860470
29.107771,-1.291050,-13.852343
29.111489,-1.293947,-13.844256
29.115185,-1.296826,-13.836211
29.118860,-1.299685,-13.828207
29.122514,-1.302525,-13.820243
29.126147,-1.305346,-13.812319
29.129758,-1.308148,-13.804435
29.133349,-1.310932,-13.796592
29.136919,-1.313697,-13.788788
29.140468,-1.316444,-13.781023
29.143997,-1.319173,-13.773298
29.147505,-1.321884,-13.765612
29.150993,-1.324576,-13.757965
29.154461,-1.327251,-13.750357
29.157909,-1.329909,-13.742787
29.161337,-1.332548,-13.735256
29.164745,-1.335171,-13.727763
29.168133,-1.337776,-13.720308
29.171502,-1.340364,-13.712891
29.174852,-1.342935,-13.705512
29.178182,-1.345489,-13.698170
29.181493,-1.348026,-13.690865
29.184785,-1.350547,-13.683598
29.188058,-1.353051,-13.676367
29.191313,-1.355538,-13.669173
29.194548,-1.358010,-13.662016
29.197765,-1.360465,-13.654895
29.200964,-1.362904,-13.647810
29.204144,-1.365327,-13.640762
29.207306,-1.367734,-13.633749
29.210449,-1.370126,-13.626772
29.213575,-1.372502,-13.619831
29.216683,-1.374863,-13.612924
29.219773,-1.377208,-13.606053
29.222845,-1.379538,-13.599218
29.225900,-1.381853,-13.592416
29.228937,-1.384152,-13.585650
29.231957,-1.386437,-13.578918
29.234959,-1.388707,-13.572220
29.237945,-1.390963,-13.565557
29.240913,-1.393203,-13.558927
29.243864,-1.395430,-13.552332
29.246799,-1.397641,-13.545770
29.249717,-1.399839,-13.539241
29.252618,-1.402022,-13.532746
29.255502,-1.404191,-13.526284
29.258370,-1.406347,-13.519855
29.261222,-1.408488,-13.513458
29.264058,-1.410615,-13.507095
29.266877,-1.412729,-13.500764
