mag_x (uT),mag_y (uT),mag_z (uT)
27.654997,0.032983,-16.609270
27.650490,0.007618,-16.628217
27.660566,0.008062,-16.609498
27.671521,-0.000081,-16.593808
27.655642,0.002265,-16.605373
27.664225,-0.011008,-16.593242
27.673354,-0.013044,-16.591792
27.682342,-0.029157,-16.561986
27.680538,-0.038685,-16.559543
27.679214,-0.039937,-16.564629
27.696539,-0.045913,-16.543123
27.730214,-0.041313,-16.526074
27.716306,-0.057016,-16.525147
27.732114,-0.052931,-16.487072
27.741705,-0.082978,-16.506639
27.714375,-0.090518,-16.452104
27.745248,-0.073287,-16.461342
27.753658,-0.078744,-16.442086
27.779344,-0.110799,-16.423155
27.765245,-0.110773,-16.400646
27.786053,-0.131065,-16.382313
27.787195,-0.154422,-16.381256
27.795311,-0.144106,-16.360989
27.831922,-0.152792,-16.350060
27.845259,-0.183742,-16.331268
27.823468,-0.176108,-16.298852
27.852947,-0.197792,-16.290541
27.865118,-0.206699,-16.271171
27.867745,-0.224627,-16.256973
27.900196,-0.219131,-16.204272
27.911114,-0.254695,-16.203622
27.903697,-0.258744,-16.198655
27.903473,-0.262822,-16.183806
27.917527,-0.270098,-16.161329
27.933709,-0.269670,-16.118209
27.945188,-0.295670,-16.112033
27.946784,-0.294203,-16.116072
27.953471,-0.304795,-16.088348
27.977419,-0.319975,-16.049958
27.965508,-0.324264,-16.035446
27.995107,-0.328893,-16.032680
28.017681,-0.327491,-16.031920
28.028722,-0.355991,-15.989941
28.038619,-0.366439,-15.979331
28.038461,-0.366009,-15.960503
28.056530,-0.390321,-15.925671
28.068546,-0.377206,-15.913721
28.084455,-0.388773,-15.884417
28.068114,-0.417073,-15.877243
28.102014,-0.407200,-15.870925
28.101997,-0.422728,-15.837851
28.105628,-0.431549,-15.827613
28.108678,-0.435062,-15.805789
28.130002,-0.452807,-15.795908
28.127717,-0.465128,-15.767693
28.142079,-0.460030,-15.757604
28.133069,-0.468003,-15.753363
28.163665,-0.491408,-15.732570
28.174426,-0.498100,-15.698430
28.175770,-0.503752,-15.682820
28.190576,-0.502899,-15.678990
28.196020,-0.509936,-15.650608
28.236637,-0.541553,-15.651526
28.228384,-0.510344,-15.630826
28.217108,-0.533645,-15.605085
28.238329,-0.573869,-15.588148
28.234738,-0.549372,-15.572523
