ref_gyro_x (deg/s),ref_gyro_y (deg/s),ref_gyro_z (deg/s)
0.286479,0.207064,0.260790
0.572940,0.393343,0.495351
0.859363,0.560856,0.706161
1.145734,0.711428,0.895466
1.432046,0.846704,1.065300
1.718295,0.968172,1.217503
1.992113,1.077176,1.353744
2.237460,1.174926,1.475537
2.457058,1.262508,1.584258
2.653369,1.340904,1.681151
2.828624,1.410998,1.767349
2.984838,1.473586,1.843875
3.123839,1.529391,1.911656
3.247278,1.579061,1.971533
3.356651,1.623185,2.024267
3.453311,1.662293,2.070546
3.538483,1.696866,2.110996
3.613272,1.727336,2.146180
3.678683,1.754096,2.176609
3.735622,1.777501,2.202746
3.784908,1.797870,2.225009
3.827285,1.815495,2.243777
3.863422,1.830638,2.259391
3.893929,1.843535,2.272163
3.919353,1.854403,2.282372
3.940192,1.863435,2.290271
3.956895,1.870808,2.296090
3.969869,1.876681,2.300036
3.979482,1.881198,2.302296
3.986066,1.884490,2.303040
3.989921,1.886675,2.302421
3.991321,1.887860,2.300577
3.990510,1.888142,2.297634
3.987712,1.887608,2.293705
3.983128,1.886339,2.288892
3.976939,1.884406,2.283287
3.969310,1.881875,2.276975
3.960390,1.878804,2.270030
3.950313,1.875246,2.262521
3.939201,1.871251,2.254510
3.927164,1.866862,2.246051
3.914302,1.862119,2.237196
3.900703,1.857058,2.227991
3.886450,1.851711,2.218475
3.871615,1.846108,2.208686
3.856265,1.840275,2.198657
3.840460,1.834237,2.188420
3.824254,1.828016,2.178000
3.807696,1.821632,2.167423
3.790830,1.815101,2.156710
3.773696,1.808442,2.145883
3.756330,1.801668,2.134958
3.738765,1.794794,2.123952
3.721029,1.787830,2.112880
3.703151,1.780788,2.101756
3.685152,1.773678,2.090590
3.667056,1.766509,2.079394
3.648880,1.759290,2.068177
3.630644,1.752026,2.056948
3.612363,1.744726,2.045715
3.594051,1.737395,2.034486
3.575720,1.730038,2.023265
3.557383,1.722661,2.012059
3.539050,1.715269,2.000873
3.520730,1.707864,1.989711
3.502431,1.700452,1.978578
3.484161,1.693034,1.967477
3.465928,1.685615,1.956411
3.447736,1.678197,1.945384
3.429591,1.670782,1.934398
3.411498,1.663373,1.923454
3.393462,1.655971,1.912556
3.375487,1.648579,1.901705
3.357575,1.641199,1.890902
3.339730,1.633831,1.880149
3.321954,1.626477,1.869448
3.304251,1.619138,1.858798
3.286622,1.611816,1.848202
3.269068,1.604511,1.837659
3.251592,1.597225,1.827172
3.234196,1.589958,1.816739
3.216879,1.582710,1.806362
3.199644,1.575483,1.796041
3.182492,1.568278,1.785776
3.165422,1.561093,1.775569
3.148436,1.553931,1.765417
3.131534,1.546792,1.755323
3.114717,1.539676,1.745286
3.097985,1.532583,1.735306
3.081339,1.525514,1.725383
3.064778,1.518468,1.715518
3.048302,1.511447,1.705709
3.031913,1.504450,1.695957
3.015609,1.497478,1.686262
2.999391,1.490531,1.676623
2.983258,1.483609,1.667042
2.967211,1.476711,1.657516
2.951250,1.469839,1.648046
2.935373,1.462993,1.638633
2.919582,1.456171,1.629275
2.903875,1.449376,1.619973
2.888253,1.442605,1.610725
2.872715,1.435861,1.601533
2.857261,1.429142,1.592395
2.841891,1.422449,1.583312
2.826604,1.415781,1.574283
2.811399,1.409139,1.565308
2.796278,1.402523,1.556386
2.781238,1.395933,1.547518
2.766281,1.389369,1.538703
2.751405,1.382830,1.529940
2.736610,1.376317,1.521229
2.721896,1.369830,1.512571
2.707262,1.363369,1.503965
2.692708,1.356933,1.495410
2.678233,1.350523,1.486906
2.663838,1.344139,1.478453
2.649521,1.337780,1.470050
2.635282,1.331447,1.461698
2.621122,1.325140,1.453396
2.607039,1.318858,1.445144
2.593033,1.312602,1.436940
2.579103,1.306371,1.428786
2.565250,1.300165,1.420681
2.551473,1.293985,1.412624
2.537771,1.287831,1.404615
2.524144,1.281701,1.396654
2.510592,1.275597,1.388740
2.497114,1.269518,1.380874
2.483709,1.263464,1.373054
2.470378,1.257435,1.365282
2.457120,1.251431,1.357555
2.443935,1.245452,1.349875
2.430821,1.239498,1.342241
2.417780,1.233569,1.334651
2.404809,1.227665,1.327108
2.391910,1.221786,1.319609
2.379081,1.215931,1.312154
2.366323,1.210101,1.304744
2.353634,1.204295,1.297378
2.341014,1.198514,1.290056
2.328464,1.192757,1.282778
2.315982,1.187025,1.275542
2.303568,1.181317,1.268350
2.291222,1.175634,1.261200
2.278944,1.169974,1.254093
2.266732,1.164339,1.247027
2.254588,1.158728,1.240004
2.242509,1.153140,1.233022
2.230497,1.147577,1.226082
2.218550,1.142038,1.219183
2.206668,1.136522,1.212324
2.194851,1.131030,1.205506
2.183099,1.125562,1.198729
2.171411,1.120117,1.191991
2.159786,1.114696,1.185293
2.148225,1.109299,1.178635
2.136727,1.103925,1.172016
2.125291,1.098574,1.165437
2.113918,1.093246,1.158896
2.102607,1.087942,1.152393
2.091357,1.082661,1.145929
2.080169,1.077403,1.139503
2.069042,1.072167,1.133115
2.057975,1.066955,1.126764
2.046968,1.061766,1.120451
2.036022,1.056599,1.114175
2.025135,1.051455,1.107936
2.014307,1.046334,1.101733
2.003538,1.041235,1.095567
1.992828,1.036159,1.089437
1.982176,1.031105,1.083343
1.971581,1.026074,1.077285
1.961045,1.021065,1.071262
1.950565,1.016078,1.065275
1.940143,1.011113,1.059323
1.929777,1.006170,1.053405
1.919468,1.001250,1.047523
1.909214,0.996351,1.041674
1.899017,0.991474,1.035860
1.888874,0.986619,1.030080
1.878787,0.981785,1.024334
1.868754,0.976974,1.018621
1.858776,0.972183,1.012941
1.848852,0.967415,1.007295
1.838982,0.962667,1.001682
1.829166,0.957941,0.996101
1.819402,0.953236,0.990553
1.809692,0.948553,0.985038
1.800034,0.943891,0.979554
1.790429,0.939249,0.974102
1.780875,0.934629,0.968683
1.771374,0.930029,0.963294
1.761924,0.925451,0.957937
1.752525,0.920893,0.952611
1.743177,0.916356,0.947317
1.733879,0.911839,0.942052
