mag_x (uT),mag_y (uT),mag_z (uT)
27.652565,0.015346,-16.614623
27.651277,0.006770,-16.614179
27.654707,-0.016459,-16.621608
27.672832,-0.016130,-16.607785
27.660508,-0.024784,-16.616713
27.647445,-0.034118,-16.590350
27.662079,-0.037142,-16.612229
27.652173,-0.058130,-16.610208
27.669451,-0.060559,-16.598095
27.681030,-0.078613,-16.581666
27.674107,-0.090071,-16.577034
27.673248,-0.102183,-16.573790
27.682606,-0.117497,-16.549706
27.672302,-0.172041,-16.555342
27.687360,-0.154475,-16.525188
27.695380,-0.198781,-16.538938
27.709808,-0.201890,-16.530876
27.729918,-0.224609,-16.512013
27.715725,-0.267656,-16.491250
27.707747,-0.277005,-16.506897
27.721428,-0.277338,-16.498721
27.745538,-0.310411,-16.492798
27.716621,-0.319880,-16.476403
27.727567,-0.351276,-16.452133
27.754611,-0.400943,-16.459062
27.758456,-0.417687,-16.459588
27.757959,-0.427435,-16.438483
27.756899,-0.445989,-16.436818
27.763671,-0.467295,-16.425175
27.773192,-0.482408,-16.414092
27.761324,-0.533775,-16.410369
27.781670,-0.536010,-16.390655
27.787564,-0.544307,-16.378175
27.784808,-0.586420,-16.363018
27.783417,-0.597000,-16.378189
27.801928,-0.633332,-16.368246
27.809155,-0.649463,-16.344157
27.809517,-0.679608,-16.338191
27.822220,-0.723712,-16.304081
27.815904,-0.703585,-16.311466
27.810988,-0.732289,-16.306495
27.838840,-0.761910,-16.298468
27.839130,-0.787213,-16.299448
27.840478,-0.796224,-16.272969
27.865206,-0.810630,-16.271470
27.846219,-0.840725,-16.266997
27.873027,-0.866509,-16.260346
27.868382,-0.891651,-16.241736
27.853811,-0.904805,-16.238497
27.873721,-0.936805,-16.212931
27.862277,-0.959015,-16.218268
27.875079,-0.972054,-16.211266
27.890892,-0.990206,-16.211926
27.882557,-1.023096,-16.173387
27.862747,-1.038331,-16.168736
27.902783,-1.061526,-16.168298
27.912758,-1.077872,-16.161492
27.908590,-1.117145,-16.137303
27.935798,-1.102228,-16.132603
27.925099,-1.141964,-16.132877
27.919509,-1.174835,-16.106721
27.934444,-1.176093,-16.123213
27.934157,-1.204302,-16.113029
27.945348,-1.211548,-16.086409
27.945995,-1.223186,-16.067639
27.941968,-1.268048,-16.070480
27.951320,-1.277903,-16.057671
27.948507,-1.299759,-16.057385
27.950874,-1.321798,-16.039293
27.958116,-1.344028,-16.029814
27.952293,-1.356427,-16.021998
27.979609,-1.393194,-16.014843
27.959307,-1.391228,-16.012963
27.987693,-1.426365,-16.009971
27.991415,-1.449227,-15.992633
27.971110,-1.453104,-15.974028
27.984747,-1.472052,-15.980907
28.010971,-1.475360,-15.981186
27.980453,-1.519018,-15.963493
28.008571,-1.519214,-15.951071
28.002739,-1.533820,-15.941994
28.006198,-1.560735,-15.918272
28.005998,-1.578131,-15.915904
28.022170,-1.608595,-15.903637
28.027557,-1.603715,-15.925406
28.014035,-1.630590,-15.894307
28.001547,-1.641642,-15.867034
28.045022,-1.655729,-15.881487
28.036271,-1.681684,-15.864597
28.031101,-1.684852,-15.856502
28.037460,-1.726431,-15.860833
28.048186,-1.714007,-15.839858
28.047164,-1.761099,-15.829374
28.051011,-1.749536,-15.838838
28.070249,-1.783288,-15.825202
28.057760,-1.814293,-15.818716
28.054045,-1.825591,-15.810419
28.053981,-1.816959,-15.804310
28.066345,-1.849607,-15.798639
28.080169,-1.867370,-15.779868
28.090103,-1.897916,-15.774001
28.075799,-1.891763,-15.761642
28.082238,-1.919377,-15.767857
28.092294,-1.921796,-15.744067
28.091045,-1.932326,-15.754811
28.099499,-1.965512,-15.730317
28.085182,-1.978373,-15.734772
